,G,AB,SO,SF,HBP,IBB,SH,BB,H,SB,RBI,HR,2B,3B,RunRating
smoakju01,698,2256,578,13,10,11,0,267,506,2,293,92,100,1,1
smoltjo01,735,948,365,1,3,0,136,79,151,3,61,5,26,2,0
smootho01,680,2635,0,0,34,0,73,149,763,84,269,15,102,45,2
sneedjo01,263,982,29,0,17,0,0,132,263,68,130,4,26,21,1
snidedu01,2143,7161,1237,32,21,104,52,971,2116,99,1333,407,358,85,4
snidetr01,630,1783,492,8,9,11,4,167,435,22,212,54,100,7,1
snodgfr01,923,3101,359,0,65,0,106,386,852,215,351,11,143,42,2
snopech01,215,607,108,4,3,0,5,49,142,7,66,13,27,1,0
snowjt01,1716,5641,1142,64,64,61,24,760,1509,20,877,189,293,19,4
snydech02,715,2087,560,22,25,36,16,309,467,0,298,77,98,1,1
snydeco02,1068,3656,992,27,13,25,11,226,902,28,488,149,178,13,2
snydefr01,1392,4229,416,0,11,0,98,281,1122,37,525,47,170,44,2
snydeje01,266,630,59,2,1,0,11,46,145,7,47,3,18,2,0
snydepo01,930,3644,127,0,10,0,0,83,855,33,385,9,124,41,2
snyderu01,1365,3631,438,23,9,10,57,294,984,58,319,42,150,29,2
soderer01,894,2894,359,19,22,15,21,295,764,18,383,102,120,14,2
sofieri01,207,612,141,8,2,2,12,44,149,9,66,9,25,4,0
sogarer01,435,1210,169,7,8,3,14,92,289,29,105,8,52,7,1
sojolu01,848,2571,198,9,13,3,56,124,671,28,261,36,103,12,2
solaito01,525,1316,345,15,3,18,4,214,336,2,203,50,66,1,1
solando01,361,1046,194,8,14,4,13,64,269,11,97,8,38,6,0
solarya01,283,995,114,9,10,1,5,87,264,1,111,24,52,5,1
solerjo01,125,455,145,5,3,5,0,38,122,4,67,15,26,2,0
soltemo01,938,3421,377,0,9,0,24,221,990,42,599,83,213,42,3
somered01,111,449,12,0,0,0,0,3,90,2,27,0,13,1,0
sommejo01,920,3675,53,0,20,0,0,238,911,101,342,11,109,42,3
soriaal01,1975,7750,1803,54,86,68,9,496,2095,289,1159,412,481,31,4
sorrepa01,1093,3412,844,27,21,54,4,426,876,8,565,166,176,5,2
sorrevi01,281,553,144,0,0,0,35,35,77,0,28,0,10,1,0
sosasa01,2354,8813,2306,78,59,154,17,929,2408,234,1667,609,379,45,4
sothede01,357,1355,136,0,7,0,22,83,379,38,115,19,80,9,1
sothoal01,265,546,93,0,1,0,28,15,113,0,41,0,20,5,0
sotoge01,758,2402,642,18,16,17,5,301,590,3,343,101,141,4,1
sotoma01,303,530,166,2,2,0,58,11,70,0,24,1,13,1,0
souchst01,473,1227,164,0,4,0,5,88,313,15,186,50,58,20,1
southbi01,1192,4359,148,0,14,0,152,402,1296,138,561,52,173,91,3
spahnwa01,783,1872,487,14,7,0,68,94,363,4,189,35,57,6,1
spaldal01,411,1958,25,0,0,0,0,29,613,10,327,2,88,20,2
spalddi01,131,465,44,0,0,0,16,38,139,5,25,0,16,3,0
spande01,950,3820,489,17,23,7,45,371,1097,152,336,37,189,55,3
spangal01,912,2267,234,19,11,23,23,295,594,37,175,21,87,26,2
sparktu01,313,798,1,0,3,0,31,52,91,0,41,0,16,4,0
speakbo01,305,761,158,4,6,6,2,80,170,8,104,31,26,10,1
speaktr01,2789,10195,220,0,103,0,309,1381,3514,432,1529,117,792,222,4
spehrti01,363,556,153,5,14,2,14,67,110,9,72,19,31,1,0
speiech01,2260,7156,988,44,35,106,73,847,1759,42,720,112,302,50,4
spencda01,1098,3689,516,27,20,25,21,449,901,13,428,105,145,20,2
spencji01,1553,4908,582,42,17,86,35,407,1227,11,599,146,179,27,3
spencro01,636,1814,130,0,11,0,42,128,448,4,203,3,57,13,1
spencsh01,538,1671,357,23,17,4,4,152,438,13,242,59,84,8,1
spencst01,1112,3871,248,0,19,0,36,520,1090,21,575,95,196,60,3
spenctu01,449,1326,46,0,17,0,27,87,298,13,133,3,43,10,1
sperrro01,208,473,107,4,1,6,9,46,100,1,30,3,13,1,0
spierbi01,1251,3408,496,22,18,21,42,355,922,97,388,37,158,35,2
spiezed01,554,1544,245,14,16,12,7,135,367,16,174,39,56,4,1
spiezsc01,1274,3899,594,41,35,35,25,412,996,33,549,119,225,27,3
spikech01,670,2039,388,13,22,13,4,154,502,27,256,65,72,12,1
spilbry01,619,1561,328,17,12,1,7,172,424,31,218,42,86,12,1
spilmha01,563,810,126,9,3,8,3,81,192,1,117,18,34,1,0
spiveju01,457,1553,373,13,35,8,9,175,419,32,201,48,90,12,1
spohral01,756,2218,166,0,7,0,34,124,575,13,199,6,103,25,1
spraged02,1203,4095,833,37,91,21,6,358,1010,6,558,152,225,12,3
springe01,180,683,223,5,17,4,2,89,175,21,92,36,27,3,1
spurgfr01,316,1176,71,0,4,0,73,60,335,23,100,1,47,7,1
squirmi01,779,1580,108,12,5,13,38,143,411,45,141,6,53,10,1
staehma01,185,455,35,3,4,1,8,54,94,4,33,1,12,1,0
staffge01,568,2128,96,0,17,0,38,164,583,117,290,21,60,19,2
stahlch01,1304,5069,0,0,44,0,126,470,1546,189,622,36,219,118,4
stahlja01,981,3425,1,0,94,0,105,221,894,178,437,31,149,87,2
stahlla01,730,1721,357,8,6,17,12,142,400,22,163,36,58,19,1
stahosc01,344,1019,277,8,9,9,1,116,261,13,119,27,70,3,1
staigro01,152,457,59,5,1,6,3,30,104,4,38,4,19,1,0
staintu01,817,2261,213,0,16,0,42,64,585,27,204,17,90,14,1
stairma01,1895,5204,1122,40,57,59,5,717,1366,30,899,265,294,13,4
stalege01,640,525,116,2,1,0,51,38,66,0,19,1,4,0,0
staleha01,288,955,160,0,4,0,2,65,174,7,109,7,20,7,0
stallvi01,587,2059,181,0,2,0,19,51,497,9,214,22,99,13,1
stanaos01,1096,3503,268,0,25,0,98,219,819,30,321,8,123,34,1
stankan01,429,844,141,4,11,3,18,80,203,17,59,4,45,3,1
stanked01,1259,4301,374,0,35,0,103,996,1154,48,364,29,185,35,4
stanlfr01,816,1650,243,6,7,4,47,196,356,11,120,10,38,5,1
stanljo02,216,694,0,0,8,0,25,51,148,20,76,2,15,10,0
stanlmi01,1516,5022,564,34,8,32,42,371,1243,44,500,117,201,48,3
stanlmi02,1467,4222,929,52,48,25,15,652,1138,13,702,187,220,7,3
stantle01,829,2575,636,21,24,18,27,236,628,36,358,77,114,13,1
stantmi03,708,2567,837,14,25,56,0,352,693,34,466,181,150,9,2
staplda01,582,2028,162,19,7,10,21,114,550,6,224,41,118,8,1
stargwi01,2360,7927,1936,75,78,227,9,937,2232,17,1540,475,423,55,4
startjo01,1071,4747,109,0,0,0,0,164,1418,18,544,15,147,67,4
statzji01,683,2585,211,0,9,0,55,194,737,77,215,17,114,31,2
staubru01,2951,9720,888,119,79,193,56,1255,2716,47,1466,292,499,47,4
stclaeb01,164,450,52,0,2,0,1,35,112,2,40,7,23,2,0
stearec01,509,2025,117,0,12,0,0,173,491,67,173,8,72,36,1
stearjo01,810,2681,294,30,25,25,23,323,696,91,312,46,152,10,2
steinbi02,959,2811,413,25,14,21,31,186,751,16,311,44,122,18,1
steined01,216,664,117,0,8,0,3,52,150,6,80,2,17,7,0
steinha01,1646,5896,32,0,79,0,248,471,1576,194,762,27,284,90,4
steinha02,203,583,34,0,0,0,5,66,170,3,85,6,29,10,0
steinte01,1546,5369,938,46,48,31,15,418,1453,23,745,162,273,21,3
stengca01,1277,4288,453,0,39,0,105,437,1219,131,535,60,182,89,3
stenhmi01,207,416,66,3,1,5,2,71,79,1,40,9,15,0,0
stennre01,1237,4521,348,33,16,41,33,207,1239,75,432,41,177,41,3
stenzja01,766,3024,71,0,58,0,31,299,1024,292,533,32,190,71,3
stephge01,964,1913,322,18,14,5,17,233,460,27,207,37,78,15,1
stephji01,428,1252,0,0,14,0,34,77,276,14,97,3,30,21,0
stephjo02,451,989,118,4,12,15,8,63,214,0,93,12,37,3,0
stephri01,1310,4508,247,0,41,0,91,494,1515,53,773,63,321,54,4
stephve01,1720,6497,685,8,6,0,37,692,1859,25,1174,247,307,42,4
stevech01,211,732,89,0,2,0,22,88,184,6,55,4,29,8,0
steveed01,375,1220,151,0,4,0,11,121,308,7,193,28,59,17,1
stevele01,1012,3332,832,32,10,50,5,345,847,9,531,144,185,15,2
stewabu01,773,2041,157,0,9,0,33,252,547,29,260,32,96,32,1
stewach01,364,940,153,9,14,6,20,77,224,6,76,8,37,0,0
stewagl01,243,742,83,0,2,0,20,61,158,1,53,2,22,6,0
stewaia01,511,1489,473,11,22,21,0,170,341,17,211,61,68,13,1
stewaji01,777,1420,218,13,8,9,22,139,336,38,112,8,45,14,1
stewale01,283,565,114,0,0,0,49,64,115,1,48,0,18,6,0
stewash01,1386,5574,684,38,74,16,15,504,1653,196,580,115,315,41,4
stillku01,998,3125,455,27,18,22,34,274,779,38,310,34,151,30,2
stinnke01,734,2033,567,7,42,26,12,196,476,10,230,65,91,4,1
stinsbo01,652,1634,254,16,23,16,31,201,408,8,180,33,61,7,1
stirnsn01,1028,3695,447,0,6,0,50,541,989,134,281,29,157,68,3
stiveja01,601,1991,136,0,9,0,11,133,592,31,357,35,84,46,2
stobbch01,460,578,125,2,2,0,50,52,102,1,53,0,15,0,0
stockke01,846,2773,541,16,50,45,45,313,703,45,248,23,124,28,2
stockmi01,1628,6249,321,0,13,0,234,455,1806,155,696,22,270,58,4
stonege01,849,3274,0,0,22,0,90,282,986,133,268,23,106,68,2
stoneje01,372,941,186,3,11,1,7,60,261,75,72,11,23,18,1
stonejo01,1200,4494,352,0,12,0,37,463,1391,45,707,77,268,105,4
stonero02,388,804,122,9,4,13,7,101,194,11,89,6,28,8,0
storkal01,266,863,0,0,4,0,30,45,225,17,74,2,22,11,0
stortli01,216,704,107,0,1,0,14,47,160,3,75,9,34,11,0
stottme01,366,749,270,4,4,0,42,47,120,0,57,7,13,6,0
stovage01,1414,5222,94,0,33,0,169,172,1382,142,564,15,231,56,3
stoveha01,1486,6138,343,0,31,0,0,663,1771,509,908,122,347,174,4
straijo01,169,520,38,2,4,0,18,28,130,9,29,1,15,1,0
stranal01,314,947,54,0,1,0,24,109,211,6,89,1,39,7,0
strando01,707,1859,330,13,14,15,26,155,434,14,211,31,87,7,1
stransa01,903,2933,6,0,43,0,72,464,790,216,253,16,112,28,2
stratsc01,389,1383,93,0,18,0,1,108,379,56,163,8,37,32,1
strawda01,1583,5418,1352,53,38,131,1,816,1401,221,1000,335,256,38,4
streega01,504,1501,0,0,16,0,41,119,312,17,105,2,44,11,0
striccu01,1196,4635,105,0,34,0,0,414,1106,278,411,12,128,47,4
stricge01,971,2824,453,15,11,4,55,361,633,12,284,36,84,27,2
striege01,362,1360,28,0,0,0,0,64,281,0,64,5,50,14,1
strinlo01,409,1196,192,0,1,0,28,121,290,7,122,19,49,10,1
stripjo01,1146,4211,226,0,16,0,122,280,1238,50,464,24,219,43,3
stroued01,529,1353,224,4,8,4,6,129,320,72,100,14,37,28,1
strunam01,1512,4999,331,0,12,0,219,573,1418,185,530,15,213,96,3
stuardi01,1112,3997,957,37,22,34,6,301,1055,2,743,228,157,30,3
stubbdr01,842,2732,925,14,18,6,22,263,667,152,276,89,106,20,2
stubbfr01,945,2591,626,19,10,38,19,260,602,74,348,104,109,12,2
sturgbo01,420,1220,79,0,1,0,24,34,313,7,80,1,48,12,1
sturmjo01,124,524,50,0,3,0,4,37,125,3,36,3,17,3,0
stynech01,828,2326,308,11,22,9,23,191,640,49,265,51,118,9,2
suareeu01,182,616,161,3,8,1,9,39,163,7,71,17,28,3,0
suareke01,295,661,97,9,7,9,9,99,150,5,60,5,29,1,0
sudakbi01,530,1548,313,15,7,18,9,172,362,9,214,59,56,7,1
suderpe01,1421,5085,456,1,7,0,92,288,1268,19,541,49,210,44,2
sudhowi01,303,836,0,0,6,0,23,59,149,13,57,1,16,9,0
sugdejo01,835,2726,34,0,33,0,89,220,696,48,283,3,72,25,2
suggsge01,245,549,98,0,0,0,23,54,112,3,47,1,14,6,0
suhrgu01,1435,5176,433,0,10,0,85,718,1446,53,818,84,288,114,4
sukefcl01,486,1237,57,0,5,0,25,95,326,12,96,2,50,14,1
suliker01,122,404,22,0,1,0,8,40,116,4,36,6,14,4,0
sullibi03,1147,3647,0,0,32,0,132,170,777,98,378,21,119,33,2
sullibi04,962,2840,119,0,11,0,39,240,820,30,388,29,152,32,2
sullich01,112,442,15,0,0,0,0,7,114,0,24,0,10,5,0
sullico01,476,1127,253,13,7,5,31,94,305,32,97,10,50,22,1
sullida01,198,788,0,0,2,0,0,29,183,0,33,0,24,10,0
sullide02,255,925,0,0,16,0,41,59,221,30,51,1,25,8,1
sullifr01,351,529,160,3,0,0,50,30,76,0,22,0,9,1,0
sulliha02,312,851,140,6,1,9,7,109,192,2,87,13,30,5,0
sullijo01,413,1648,80,0,48,0,17,116,492,49,227,11,45,29,1
sullijo04,162,495,55,0,3,0,18,48,153,6,69,5,28,8,0
sullijo06,605,1833,206,0,1,0,38,216,422,18,162,1,52,9,1
sullima01,398,1618,168,0,7,0,0,162,441,99,220,26,56,32,1
sullimi02,160,491,82,0,3,0,2,13,96,3,48,2,9,3,0
sullisu01,169,617,0,0,13,0,7,38,148,17,67,0,19,3,0
summaho01,840,3001,88,0,36,0,115,166,905,44,361,18,166,34,2
summech01,698,1371,244,12,19,17,3,188,350,15,218,54,63,4,1
sundabi01,499,2007,229,0,14,0,0,134,498,246,170,12,55,24,2
sundbji01,1962,6021,963,38,22,31,118,699,1493,20,624,95,243,36,3
suppaje01,453,440,101,0,3,0,70,24,76,1,24,1,7,0,0
surhobj01,2313,8258,839,104,33,81,71,640,2326,141,1153,188,440,42,4
sutclri01,466,562,143,5,2,0,54,34,102,4,55,4,22,1,0
sutclsy01,344,1322,87,0,3,0,0,92,381,41,174,6,43,24,1
suthega01,1031,3104,219,18,10,20,46,207,754,11,239,24,109,10,2
suttodo01,785,1354,365,3,6,0,136,60,195,1,64,0,15,1,0
suttoez01,1263,5359,182,0,8,0,0,169,1574,69,671,25,227,97,4
suttola01,252,572,102,9,3,3,8,55,135,4,78,12,23,2,0
suzukic01,2357,9362,995,46,51,179,46,596,2935,498,738,113,341,91,4
suzukku01,1102,3846,493,44,65,19,22,272,982,19,470,75,203,5,2
sveumda01,862,2526,656,25,6,12,26,227,597,10,340,69,125,13,2
swaciha01,322,1189,34,0,2,0,33,32,304,29,151,1,46,11,1
swansev01,518,1892,133,0,11,0,47,212,573,69,170,7,87,28,2
swarted01,724,2876,11,0,43,0,0,325,861,120,229,14,120,63,3
sweasch01,166,670,30,0,0,0,0,17,130,3,39,0,11,2,0
sweenbi02,1039,3692,153,0,12,0,126,423,1004,172,389,11,153,40,2
sweenbi03,308,1050,73,0,0,0,18,44,300,22,107,5,58,8,1
sweench01,233,894,71,0,0,0,0,59,224,11,84,2,39,7,1
sweened01,644,1841,89,0,28,0,69,181,427,63,151,3,48,13,1
sweenma01,1218,1830,425,18,12,14,12,259,464,16,250,42,101,9,1
sweenmi01,1454,5188,613,59,74,61,5,522,1540,53,909,215,325,5,4
sweenpe01,134,521,35,0,14,0,0,37,109,19,47,1,14,7,0
sweenry01,682,2118,342,18,8,11,11,183,584,18,224,23,124,14,1
sweetri01,272,736,73,5,3,8,9,60,172,6,57,6,23,1,0
swiftbi01,336,591,113,0,2,0,12,19,134,0,54,3,27,3,0
swiftbo01,1001,2750,233,0,3,0,59,324,635,10,238,14,86,3,1
swishni01,1527,5369,1373,53,56,42,13,817,1338,13,803,245,307,11,4
swishst01,509,1414,322,15,11,16,19,118,305,4,124,20,49,7,1
swoboro01,928,2581,647,14,21,18,9,299,624,20,344,73,87,24,1
sylvelo01,173,654,0,0,2,0,0,67,159,18,43,6,22,14,1
tabatjo01,509,1592,254,6,20,1,18,129,438,47,126,17,81,15,1
tablepa01,1202,3911,559,37,24,22,15,375,1101,16,512,47,190,25,2
taborji01,1005,3788,377,0,6,0,56,286,1021,69,598,104,191,29,2
tagucso01,672,1369,195,10,12,5,31,102,382,39,163,19,74,7,1
taittdo01,258,824,64,0,3,0,23,58,217,13,95,4,43,16,0
talbobo01,122,433,29,1,3,0,7,16,107,4,19,1,15,5,0
tannech01,396,885,93,6,2,9,7,82,231,2,105,21,39,5,0
tanneje01,506,1410,3,0,8,0,26,105,361,19,141,5,55,23,1
tannele01,1090,3778,0,0,23,0,154,229,833,63,346,3,135,27,2
tarasto01,457,1006,171,7,4,14,6,106,241,39,118,34,46,5,1
tartada01,1406,5011,1362,44,17,47,2,768,1366,37,925,262,289,22,4
tartajo01,749,1857,136,10,1,0,37,115,484,81,107,2,56,24,1
tasbywi01,583,1868,327,7,16,7,19,201,467,12,174,46,61,10,1
tatebe01,566,1560,51,0,1,0,34,118,435,5,173,4,68,16,1
tatepo01,227,822,73,0,17,0,0,41,179,17,71,2,22,9,1
tatisfe01,949,3051,709,24,59,16,13,321,807,50,448,113,174,14,2
taubeed01,975,2874,574,30,9,29,10,255,784,11,419,94,151,9,2
tavarje01,228,423,62,2,1,1,7,30,101,13,33,3,12,3,0
tavenja01,632,2131,231,0,10,0,105,186,543,46,243,13,88,53,1
taverfr01,1150,4043,474,16,24,9,67,249,1029,300,214,2,144,44,3
taverwi01,670,2412,390,12,32,1,52,136,662,195,128,8,71,16,2
taylobi01,274,1164,10,0,1,0,0,26,323,1,26,8,62,24,1
tayloca01,411,846,130,9,5,4,10,136,225,12,115,10,31,6,1
tayloda01,674,2190,268,0,5,0,32,267,650,56,305,44,121,37,2
taylodu01,276,645,0,0,1,0,38,41,93,1,41,0,6,4,0
tayloha01,440,1762,67,0,13,0,0,213,504,108,178,3,30,13,2
tayloha04,394,724,146,2,4,4,0,36,158,0,82,16,25,0,0
tayloja01,286,927,58,0,4,0,19,44,234,9,135,5,46,8,1
tayloja02,338,1060,0,0,5,0,23,66,236,18,87,2,42,13,1
taylomi02,155,511,175,2,2,9,1,38,116,16,68,15,18,2,0
taylore01,260,507,163,3,3,3,7,28,117,21,58,14,22,6,0
taylosa02,473,1263,181,8,8,27,2,122,309,3,147,33,47,9,1
tayloto02,2195,7680,1083,39,78,49,91,613,2007,234,598,75,298,86,4
tayloza02,918,2865,192,0,16,0,59,161,748,9,311,9,113,28,1
teagata01,180,510,194,2,4,0,10,37,103,0,70,21,26,0,0
teahema01,831,2873,679,11,15,21,13,259,759,45,332,67,163,26,2
tebbebi01,1162,3704,261,0,12,0,44,389,1000,29,469,38,169,22,2
tebeage01,627,2315,128,0,22,0,0,324,622,228,311,15,96,54,2
tebeapa01,1167,4618,198,0,42,0,33,319,1290,164,735,27,196,57,3
teixema01,1746,6549,1336,62,109,90,0,871,1783,24,1254,394,392,18,4
tejadmi01,2171,8434,1079,71,122,73,23,553,2407,85,1302,307,468,23,4
tejadru01,580,1931,328,12,33,22,22,187,493,16,148,10,99,1,1
templga01,2079,7721,1092,46,9,144,57,375,2096,242,728,70,329,106,4
templjo01,1420,5218,338,34,13,5,122,648,1484,140,395,22,208,36,4
tenacge01,1555,4390,998,39,91,58,21,984,1060,36,674,201,179,20,3
tennefr02,1994,7595,43,0,63,0,275,874,2231,285,688,22,270,77,4
tepedfr01,265,507,61,4,2,5,3,33,122,4,58,6,13,1,0
terreje01,657,1626,160,10,6,2,48,76,412,50,125,4,48,11,1
terrelu01,243,551,161,1,22,2,4,47,129,17,52,14,23,1,0
terryad01,667,2389,139,0,11,0,9,146,594,106,287,15,76,54,2
terrybi01,1721,6428,449,0,9,0,137,537,2193,56,1078,154,373,112,4
terryra01,339,593,151,2,3,0,55,19,95,0,26,1,8,0,0
terryze01,640,2327,133,0,19,0,141,179,605,32,216,2,90,24,1
terwiwa01,666,2091,296,4,11,1,43,247,501,31,162,22,93,10,1
tesreje01,248,574,80,0,0,0,19,18,124,3,46,2,12,8,0
tettlmi01,1485,4698,1307,47,30,72,21,949,1132,23,732,245,210,16,4
teufeti01,1073,3112,531,24,12,23,27,387,789,23,379,86,185,12,2
thameer01,181,633,175,5,6,0,2,38,158,3,62,21,36,8,0
thamema01,640,1827,510,16,14,4,0,159,450,3,301,115,83,4,1
theobro01,251,779,77,5,8,2,28,106,193,11,42,2,23,2,0
theriry01,899,3246,383,16,20,7,48,285,911,121,257,17,138,18,2
theveto01,1229,4164,222,0,11,0,99,210,1030,23,456,2,124,32,2
tholejo01,428,1218,186,6,7,13,10,122,303,2,104,8,50,3,0
thomaan01,577,2103,301,13,3,13,7,59,493,22,228,42,76,4,1
thomacl02,249,709,211,0,4,2,4,77,165,6,65,13,38,4,0
thomade01,1597,4677,593,29,25,32,81,456,1163,140,370,43,154,54,3
thomafr02,247,859,90,0,5,0,35,84,193,24,45,4,19,14,0
thomafr03,1766,6285,894,70,51,55,26,484,1671,15,962,286,262,31,4
thomafr04,2322,8199,1397,121,87,168,0,1667,2468,32,1704,521,495,12,4
thomaga01,900,2373,463,19,5,29,14,291,591,50,294,61,103,25,2
thomage01,685,1688,343,11,18,4,10,138,430,13,202,46,71,9,1
thomago01,1436,4677,1339,53,18,41,41,697,1051,50,782,268,212,13,3
thomair01,484,1352,8,0,22,0,29,82,327,20,155,3,46,17,1
thomale03,1027,3324,397,19,32,35,23,332,847,25,428,106,111,22,2
thomapi01,481,1035,82,0,5,0,40,118,245,12,102,2,27,8,0
thomaro01,1470,5296,11,0,71,0,166,1042,1537,244,299,7,100,53,4
thomato02,399,722,152,0,0,0,61,40,141,0,71,3,18,1,0
thomava01,252,626,79,4,3,3,4,45,144,2,60,12,20,3,0
thomeji01,2543,8422,2548,74,69,173,1,1747,2328,19,1699,612,451,26,4
thompda01,694,2218,235,19,8,6,46,120,550,8,194,15,70,11,1
thompfr03,669,2560,143,0,5,0,76,215,762,69,249,13,149,34,2
thompha02,933,3003,337,15,22,6,35,493,801,33,482,129,104,34,2
thompja01,1418,4802,862,54,9,70,5,816,1253,8,782,208,204,12,3
thompmi02,1359,3761,635,16,22,46,20,336,1029,214,357,47,156,37,2
thompro01,1304,4612,987,19,66,8,99,439,1187,103,458,119,238,39,3
thompry01,416,1257,347,10,20,12,8,90,305,9,176,52,71,6,1
thompsa01,1407,5984,226,0,63,0,5,450,1979,229,1299,127,340,160,4
thompsc01,626,1273,141,12,2,10,7,97,333,17,110,5,52,9,1
thompti01,187,517,52,1,2,7,1,39,123,2,47,8,24,2,0
thompto02,397,1107,63,0,7,0,29,108,294,7,119,9,34,4,1
thomsbo01,1779,6305,804,23,34,23,36,559,1705,38,1026,264,267,74,4
thondi01,1387,4449,658,35,9,51,30,348,1176,167,435,71,193,42,2
thoneja01,264,912,0,0,4,0,14,36,216,42,73,3,23,12,1
thormsc01,175,415,91,2,3,3,1,19,92,2,50,16,29,0,0
thornan01,1565,5291,851,71,41,69,14,876,1342,48,895,253,244,22,4
thornwa01,154,519,3,0,6,0,7,60,162,23,77,1,15,9,0
thorpji01,289,698,122,0,6,0,18,27,176,29,82,7,20,18,0
thronfa01,521,1302,284,9,10,7,5,127,307,23,137,29,48,12,1
thronma01,480,1186,295,9,1,7,5,130,281,3,170,53,37,8,1
thurmbo01,334,663,112,2,5,5,1,62,163,1,106,35,18,11,1
thurmga01,424,798,187,4,2,0,14,61,194,65,64,2,27,6,1
thurssl01,343,648,91,0,3,0,23,24,175,1,79,5,38,10,0
tiantlu01,573,513,146,2,1,0,41,13,84,1,44,5,14,1,0
tiernco01,630,2299,187,0,13,0,68,109,681,28,331,31,119,30,1
tiernmi01,1476,5906,318,0,41,0,22,747,1834,428,851,106,256,162,4
tillmbo01,775,2329,510,14,5,33,9,228,540,1,282,79,68,10,1
timmooz01,186,405,82,1,1,2,1,33,95,4,60,20,20,1,0
tinglro01,278,563,165,2,4,0,18,54,110,2,55,10,27,3,0
tinkejo01,1804,6434,149,0,10,0,285,416,1687,336,782,31,263,114,4
tinslle01,361,870,231,3,4,2,14,88,210,41,79,13,34,4,1
tippeji01,110,468,13,0,0,0,0,2,116,1,39,0,14,1,0
tiptoer01,501,1626,127,0,7,0,32,223,439,20,151,22,80,19,1
tiptojo01,417,1117,142,1,11,0,9,186,264,3,125,29,36,5,1
titusjo01,1402,4960,116,0,94,0,144,620,1401,140,561,38,253,72,4
tobinja01,1619,6174,267,0,29,0,161,508,1906,147,581,64,294,99,4
tobinji01,396,796,162,0,3,0,5,80,183,1,102,17,35,3,0
toddal01,863,2785,243,0,21,0,29,104,768,18,366,35,119,29,1
todtph01,957,3415,229,0,23,0,120,207,880,29,453,57,183,58,2
tolanbo01,1282,4238,587,39,65,27,64,258,1121,193,497,86,173,34,3
tolbema01,247,605,105,6,4,1,17,48,139,17,54,3,27,9,0
tollewa01,863,2322,384,11,8,0,53,219,559,108,133,9,60,17,2
tomasya01,118,406,110,1,2,0,0,17,111,5,48,9,19,3,0
tomkobr01,406,456,180,1,0,0,71,19,71,0,29,0,9,0,0
tomneph01,254,882,47,0,8,0,0,96,205,64,100,5,32,12,1
toneyfr01,336,744,186,0,0,0,31,21,118,3,47,3,12,4,0
toolebe01,196,698,84,0,2,0,17,72,151,30,66,3,17,8,0
toporsp01,546,1566,93,0,14,0,47,150,437,22,151,9,76,22,1
torboje01,574,1391,189,10,4,29,17,103,297,3,101,8,42,3,0
torgeea01,1668,4969,653,25,8,7,55,980,1318,133,740,149,215,46,4
torrean02,650,1910,476,10,11,5,19,205,462,77,174,32,113,29,1
torrefe01,365,1191,202,12,8,5,9,71,302,2,153,27,61,5,1
torrefr01,714,1482,64,15,26,20,25,155,404,4,179,13,78,15,1
torregi01,346,1271,65,0,1,0,31,53,320,20,119,0,40,11,0
torrehe01,622,1738,229,10,4,10,33,104,375,7,115,18,46,7,1
torrejo01,2209,7874,1094,50,85,127,13,779,2342,23,1185,252,344,59,4
torremi01,499,412,131,0,2,0,28,10,64,1,15,0,8,1,0
torreru01,655,1314,246,8,6,13,30,164,279,13,126,35,45,5,1
torreyo01,907,2875,544,17,30,18,39,222,737,19,339,56,162,12,2
tovarce01,1488,5569,410,34,88,23,73,413,1546,226,435,46,253,55,4
towlejr01,155,428,95,3,11,4,5,37,80,0,50,11,22,0,0
townsge01,152,541,21,0,6,0,0,31,101,16,53,0,18,5,0
townsha01,155,427,0,0,4,0,8,12,71,3,29,1,14,3,0
toyji01,153,583,0,0,3,0,0,28,123,10,63,1,23,5,0
trabeji01,264,819,118,12,6,6,2,58,186,5,117,27,21,0,0
tracedi01,614,1231,253,8,2,10,18,134,262,15,91,8,31,9,1
trachst01,426,651,200,2,2,0,87,26,106,1,40,3,17,1,0
tracych01,938,2706,473,27,19,28,3,233,741,11,358,86,172,9,2
traffbi01,179,663,1,0,4,0,0,34,116,8,36,1,13,12,0
tragewa01,272,689,125,0,7,0,12,35,148,14,66,6,31,3,0
trammal01,2293,8288,874,76,37,48,124,850,2365,236,1003,185,412,55,4
trammbu01,584,1798,325,13,10,5,3,210,469,10,285,82,96,7,1
travice01,1328,4914,291,0,31,0,67,402,1544,23,657,27,265,78,3
traynpi01,1941,7559,278,0,31,0,231,472,2416,158,1273,58,371,164,4
treacfr01,269,1232,35,0,0,0,0,18,301,33,141,7,37,14,1
treadge01,326,1283,115,0,8,0,2,164,364,60,224,12,57,46,1
treadje01,762,2119,184,21,12,19,26,140,596,14,208,28,103,14,1
treanma01,468,1272,286,14,29,9,20,147,281,5,129,18,45,4,1
treshmi01,1027,3169,263,0,12,0,54,402,788,19,297,2,75,14,2
treshto01,1192,4251,698,33,40,30,21,550,1041,45,530,153,179,34,3
trevial01,939,2430,317,20,19,30,27,205,604,19,244,23,117,10,1
triangu01,1206,3907,636,32,21,49,26,440,954,1,608,167,147,6,2
trillma01,1780,5950,742,49,34,35,88,452,1562,56,571,61,239,33,3
triplco01,470,1307,114,0,0,0,4,123,334,10,173,27,47,14,1
